0, -0.468652
1, -0.509797
2, -0.213703
3, -0.636433
4, 0.001195 
5, 0.135294
6, 0.005648
7, 0.060454
8, 0.002207
9, 0.003812
10, 0.000617
11, 0.000243
12, 0.002207
13, 0.002433
14, 0.008601
15, 0.000122
16, 0.000402
17, 0.000045
18, 0.002209
19, 0.009187
20, 0.000303
21, 0.001165
22, 0.000192
23, 0.000485
24, 0.000207
25, 0.000023
26, 0.000054
27, 0.000028
28, 0.000038
29, 0.005117
30, 0.004646
31, 0.008200
32, 0.001163
33, 0.002666
34, 0.007029
35, 0.001753
36, 0.000239
37, 0.009711
38, 0.560930
39, 0.000085
40, 0.000176
41, 0.000639
42, 0.000693
43, 0.000344
44, 0.045193
45, 0.001146
46, 0.032607
47, 0.001978
48, 0.000799
49, 0.001943
50, 0.014330
51, 0.001678
52, 0.002280
53, 0.000896
54, 0.005653
55, 0.000246
56, 0.000219
57, 0.000286
58, 0.001444
59, 0.000802
60, 0.000697
61, 0.007308
62, 0.000130
63, 0.003633
64, 0.000092
65, 0.001385
66, 0.000432
67, 0.000483
68, 0.000338
69, 0.000131
70, 0.000180
71, 0.000074
72, 0.002488
73, 0.000185
74, 0.000141
75, 0.000054
76, 0.001134
77, 0.000088
78, 0.001391
79, 0.026053
80, 0.000186
81, 0.000629
82, 0.001650
83, 0.000146
84, 0.000105
85, 0.352805
86, 0.577681
87, -0.375674
88, -0.461393
89, 0.000230
90, 0.398784
91, 0.012801
92, 0.283762
93, 0.006210
94, 0.003987
95, 0.003897
96, 0.001575
97, 0.005399
98, 0.001451
99, 0.007133
100, 0.000506
101, 0.000415
102, 0.000255
103, 0.012834
104, 0.003286
105, 0.000551
106, 0.001995
107, 0.000454
108, 0.001009
109, 0.000485
110, 0.000201
111, 0.000264
112, 0.000092
113, 0.000221
114, 0.001515
115, 0.005992
116, 0.009066
117, 0.000532
118, 0.009670
119, 0.000577
120, 0.002216
121, 0.000492
122, 0.000337
123, 0.072726
124, 0.000146
125, 0.000128
126, 0.001023
127, 0.003066
128, 0.000724
129, 0.005030
130, 0.008051
131, 0.006025
132, 0.001079
133, 0.001104
134, 0.001112
135, 0.016831
136, 0.002118
137, 0.001510
138, 0.000636
139, 0.002898
140, 0.000697
141, 0.000272
142, 0.000290
143, 0.003506
144, 0.000971
145, 0.003533
146, 0.019774
147, 0.002965
148, 0.007530
149, 0.003027
150, 0.021487
151, 0.003624
152, 0.001116
153, 0.000729
154, 0.000106
155, 0.000527
156, 0.000841
157, 0.001332
158, 0.000770
159, 0.001817
160, 0.000147
161, 0.002396
162, 0.001874
163, 0.003572
164, 0.009297
165, 0.000302
166, 0.001098
167, 0.003688
168, 0.000253
169, 0.000287
170, 0.314971
