0, 0.446612
1, 0.681081
2, -0.615725
3, -0.407961
4, 0.009521
5, 0.557076
6, 0.009276
7, 0.111057
8, 0.017365
9, 0.010746
10, 0.013277
11, 0.003279
12, 0.023997
13, 0.009583
14, 0.136273
15, 0.000819
16, 0.012280
17, 0.000808
18, 0.023782
19, 0.003014
20, 0.000196
21, 0.000546
22, 0.001083
23, 0.000273
24, 0.000992
25, 0.000199
26, 0.000073
27, 0.000104
28, 0.000279
29, 0.003953
30, 0.010873
31, 0.002202
32, 0.000117
33, 0.003751
34, 0.000591
35, 0.002301
36, 0.002461
37, 0.000482
38, 0.007471
39, 0.000142
40, 0.000053
41, 0.001632
42, 0.002856
43, 0.000265
44, 0.000219
45, 0.000123
46, 0.000181
47, 0.000015
48, 0.000011
49, 0.000016
50, 0.000072
51, 0.000008
52, 0.000019
53, 0.000023
54, 0.000041
55, 0.000042
56, 0.000002
57, 0.000006
58, 0.000030
59, 0.000044
60, 0.000014
61, 0.006285
62, 0.000068
63, 0.012461
64, 0.000069
65, 0.000200
66, 0.000074
67, 0.000923
68, 0.000065
69, 0.000029
70, 0.000022
71, 0.000022
72, 0.000062
73, 0.000081
74, 0.000074
75, 0.000017
76, 0.000018
77, 0.000085
78, 0.000237
79, 0.002552
80, 0.000062
81, 0.000027
82, 0.000120
83, 0.000025
84, 0.000029
85, 0.557753
86, 1.024314
87, -0.215194
88, -0.437180
89, 0.000965
90, 0.153252
91, 0.011927
92, 0.120088
93, 0.014889
94, 0.054828
95, 0.207768
96, 0.034016
97, 0.072708
98, 0.055487
99, 0.048589
100, 0.002265
101, 0.003217
102, 0.002621
103, 0.060841
104, 0.001120
105, 0.000275
106, 0.000475
107, 0.001156
108, 0.000375
109, 0.000876
110, 0.001234
111, 0.000358
112, 0.000346
113, 0.002165
114, 0.001674
115, 0.018718
116, 0.001261
117, 0.000141
118, 0.009030
119, 0.000491
120, 0.005689
121, 0.005376
122, 0.000341
123, 0.026542
124, 0.000501
125, 0.000115
126, 0.008651
127, 0.003884
128, 0.000592
129, 0.001413
130, 0.000777
131, 0.000475
132, 0.000078
133, 0.000050
134, 0.000054
135, 0.000282
136, 0.000024
137, 0.000060
138, 0.000044
139, 0.000147
140, 0.000625
141, 0.000021
142, 0.000021
143, 0.000101
144, 0.000143
145, 0.000247
146, 0.007774
147, 0.000652
148, 0.016550
149, 0.000801
150, 0.000986
151, 0.000511
152, 0.011584
153, 0.001029
154, 0.000178
155, 0.000197
156, 0.000773
157, 0.000272
158, 0.001312
159, 0.000954
160, 0.000119
161, 0.000264
162, 0.001507
163, 0.003782
164, 0.011259
165, 0.000510
166, 0.000155
167, 0.000159
168, 0.000102
169, 0.000127
170, 0.252258
171, 0.364553
172, -0.393054
173, -0.027992
174, 0.000179
175, 0.216920
176, 0.011509
177, 0.040163
178, 0.011713
179, 0.051761
180, 0.180518
181, 0.041227
182, 0.054661
183, 0.134594
184, 0.008673
185, 0.003781
186, 0.002323
187, 0.003431
188, 0.015596
189, 0.001185
190, 0.000350
191, 0.001184
192, 0.001098
193, 0.000614
194, 0.000706
195, 0.005742
196, 0.000837
197, 0.000554
198, 0.004327
199, 0.001391
200, 0.036059
201, 0.003447
202, 0.000735
203, 0.007788
204, 0.000503
205, 0.010810
206, 0.011396
207, 0.001165
208, 0.018383
209, 0.001511
210, 0.000282
211, 0.006545
212, 0.005062
213, 0.001612
214, 0.005580
215, 0.002907
216, 0.001546
217, 0.000585
218, 0.000607
219, 0.000483
220, 0.000329
221, 0.000324
222, 0.000409
223, 0.000142
224, 0.000823
225, 0.001320
226, 0.000297
227, 0.000152
228, 0.000418
229, 0.000559
230, 0.000388
231, 0.007171
232, 0.001085
233, 0.020336
234, 0.001199
235, 0.001787
236, 0.001277
237, 0.012782
238, 0.001508
239, 0.000774
240, 0.001047
241, 0.002341
242, 0.000596
243, 0.001278
244, 0.001297
245, 0.000614
246, 0.001697
247, 0.011214
248, 0.003995
249, 0.003930
250, 0.003976
251, 0.000343
252, 0.001106
253, 0.000975
254, 0.000650
255, 0.125224
256, 0.608854
257, 0.102696
258, -0.671037
259, 0.000505
260, 0.598580
261, 0.004565
262, 0.039721
263, 0.008539
264, 0.034273
265, 0.021755
266, 0.033169
267, 0.014709
268, 0.031042
269, 0.017683
270, 0.001143
271, 0.000679
272, 0.000979
273, 0.012880
274, 0.006703
275, 0.000519
276, 0.001360
277, 0.001407
278, 0.001673
279, 0.001442
280, 0.002428
281, 0.001145
282, 0.000412
283, 0.001390
284, 0.001176
285, 0.030319
286, 0.001689
287, 0.000916
288, 0.002735
289, 0.000483
290, 0.008809
291, 0.013369
292, 0.000692
293, 0.012610
294, 0.001411
295, 0.000577
296, 0.007249
297, 0.008875
298, 0.001019
299, 0.003845
300, 0.001078
301, 0.000597
302, 0.000884
303, 0.002394
304, 0.000445
305, 0.000396
306, 0.000309
307, 0.000283
308, 0.000253
309, 0.000663
310, 0.001552
311, 0.000206
312, 0.000191
313, 0.000593
314, 0.000493
315, 0.000384
316, 0.008392
317, 0.001220
318, 0.007453
319, 0.001182
320, 0.002212
321, 0.000488
322, 0.004115
323, 0.001823
324, 0.000466
325, 0.000400
326, 0.008085
327, 0.000402
328, 0.002923
329, 0.001593
330, 0.000992
331, 0.001091
332, 0.001307
333, 0.004823
334, 0.001319
335, 0.001459
336, 0.000598
337, 0.000673
338, 0.001129
339, 0.001163
340, 0.104947
341, 0.072467
342, 0.124421
343, 0.020966
344, 0.000335
345, 0.217505
346, 0.006319
347, 0.020724
348, 0.014349
349, 0.159651
350, 0.046211
351, 0.046492
352, 0.031530
353, 0.126335
354, 0.007190
355, 0.002336
356, 0.000946
357, 0.003091
358, 0.012959
359, 0.016859
360, 0.005819
361, 0.003903
362, 0.003263
363, 0.002323
364, 0.002193
365, 0.007800
366, 0.004836
367, 0.000572
368, 0.007848
369, 0.001119
370, 0.030853
371, 0.002076
372, 0.001835
373, 0.005301
374, 0.001876
375, 0.017530
376, 0.014679
377, 0.002525
378, 0.023044
379, 0.001914
380, 0.001372
381, 0.005744
382, 0.006833
383, 0.002990
384, 0.004308
385, 0.004602
386, 0.002253
387, 0.001608
388, 0.001815
389, 0.000846
390, 0.000705
391, 0.001128
392, 0.000655
393, 0.000245
394, 0.001551
